row_id,order_priority,discount,unit_price,shipping_cost,customer_id,customer_name,customer_segment,product_category,product_sub_category,product_container,product_name,product_base_margin,region,district,order_date,ship_date,profit,quantity,sales,order_id,product_name_original,data_quality_flags
22927,Medium,0.07,284.98,69.55,556,Kristina Sanders,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Global Commerce Series High-Back Swivel/Tilt Chairs,0.6,West,Bagan Datuk,2011-07-24,2011-07-25,-113.08,4,1102.73,86193,GLOBAL COMMERCE SERIES HIGH-BACK SWIVEL/TILT CHAIRS,
22928,Medium,0.03,107.53,5.81,556,Kristina Sanders,Corporate,Furniture,Office Furnishings,Medium Box,"Tenex Contemporary Contur Chairmats For Low And Medium Pile Carpet, Computer, 39"" X 49""",0.65,West,Bagan Datuk,2011-07-24,2011-07-25,1062.8898,14,1540.42,86193,"TENEX CONTEMPORARY CONTUR CHAIRMATS FOR LOW AND MEDIUM PILE CARPET, COMPUTER, 39"" X 49""",
20142,High,0.05,5.28,5.06,556,Kristina Sanders,Home Office,Office Supplies,Paper,Small Box,Astroparche® Fine Business Paper,0.37,West,Bagan Datuk,2012-08-02,2012-10-02,-75.25,12,65.68,86195,ASTROPARCHE® FINE BUSINESS PAPER,
23004,Low,0.07,96.45,13.99,556,Kristina Sanders,Corporate,Technology,Office Machines,Medium Box,Soundgear Teleforum Dx Desktop Conference Phone,0.38,West,Bagan Datuk,2012-03-08,2012-08-08,27.7796,5,455.49,86197,SOUNDGEAR TELEFORUM DX DESKTOP CONFERENCE PHONE,
21810,High,0.07,100.98,35.84,556,Kristina Sanders,Home Office,Furniture,Bookcases,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",0.62,West,Bagan Datuk,2013-05-30,2013-01-06,-277.63,10,960.07,86199,"BUSH WESTFIELD COLLECTION BOOKCASES, FULLY ASSEMBLED",ship_before_order;
21811,High,0.1,65.99,8.99,556,Kristina Sanders,Home Office,Technology,Telephones And Communication,Small Box,V 3600 Series,0.58,West,Dungun,2013-05-30,2013-01-06,134.73,12,614.32,86199,V 3600 SERIES,ship_before_order;
20782,Medium,0.1,25.98,14.36,558,Lucy Pennington,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Stack Chair Without Arms, Black",0.6,Central,Dungun,2012-09-17,2012-09-19,-190.41,15,382.23,91156,"GLOBAL STACK CHAIR WITHOUT ARMS, BLACK",
25168,High,0.08,136.98,24.49,559,Harvey Mcdonald,Home Office,Furniture,Office Furnishings,Large Box,"3M Polarizing Task Lamp With Clamp Arm, Light Gray",0.59,Central,Dungun,2011-12-24,2011-12-26,-96.46,1,145.83,91153,"3M POLARIZING TASK LAMP WITH CLAMP ARM, LIGHT GRAY",
22812,High,0.02,5.34,2.99,559,Harvey Mcdonald,Home Office,Office Supplies,Binders And Binder Accessories,Small Box,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,0.38,Central,Dungun,2012-05-14,2012-05-15,-5.9225,2,11.88,91154,WILSON JONES 14 LINE ACRYLIC COATED PRESSBOARD DATA BINDERS,
22429,Low,0.04,300.65,24.49,559,Harvey Mcdonald,Home Office,Office Supplies,Appliances,Large Box,Honeywell Enviracaire Portable Hepa Air Cleaner For 17' X 22' Room,0.52,Central,Dungun,2012-07-23,2012-07-28,844.4013,4,1223.77,91155,HONEYWELL ENVIRACAIRE PORTABLE HEPA AIR CLEANER FOR 17' X 22' ROOM,
22430,Low,0.08,45.19,1.99,559,Harvey Mcdonald,Home Office,Technology,Computer Peripherals,Small Pack,"Verbatim Dvd-Ram, 9.4Gb, Rewritable, Type 1, Ds, Datalife Plus",0.55,Central,Dungun,2012-07-23,2012-07-23,405.6303,14,587.87,91155,"VERBATIM DVD-RAM, 9.4GB, REWRITABLE, TYPE 1, DS, DATALIFE PLUS",
24704,Medium,0.04,8.45,7.77,559,Harvey Mcdonald,Small Business,Office Supplies,"Scissors, Rulers And Trimmers",Small Pack,"Elite 5"" Scissors",0.55,Central,Dungun,2013-03-16,2013-03-16,-188.53,12,104.24,91157,"ELITE 5"" SCISSORS",
26314,Critical,0.06,48.04,7.23,560,Hazel Walters,Small Business,Office Supplies,Paper,Small Box,Xerox 1885,0.37,Central,Dungun,2013-04-22,2013-04-24,166.1727,5,240.83,91158,XEROX 1885,
19590,High,0.09,3.69,0.5,561,Bruce Morton,Home Office,Office Supplies,Labels,Small Box,Avery 487,0.38,Central,Dungun,2011-08-24,2011-08-26,32.9199,14,47.71,86353,AVERY 487,
18097,High,0.03,7.3,7.72,561,Bruce Morton,Corporate,Office Supplies,Binders And Binder Accessories,Small Box,"Angle-D Binders With Locking Rings, Label Holders",0.38,Central,Dungun,2012-06-17,2012-06-17,-43.2308,5,38.98,86354,"ANGLE-D BINDERS WITH LOCKING RINGS, LABEL HOLDERS",
18098,High,0.09,42.76,6.22,561,Bruce Morton,Corporate,Office Supplies,Storage & Organization,Small Box,"Safco Mobile Desk Side File, Wire Frame",,Central,Dungun,2012-06-17,2012-06-18,153.24,9,370.26,86354,"SAFCO MOBILE DESK SIDE FILE, WIRE FRAME",
20070,Not Specified,0.09,207.48,0.99,562,Keith Fowler,Home Office,Office Supplies,Appliances,Small Box,Kensington 7 Outlet Masterpiece Power Center With Fax/Phone Line Protection,0.55,Central,Dungun,2011-01-25,2011-01-27,1563.3192,12,2265.68,86352,KENSINGTON 7 OUTLET MASTERPIECE POWER CENTER WITH FAX/PHONE LINE PROTECTION,
20071,Not Specified,0.07,58.14,36.61,562,Keith Fowler,Home Office,Furniture,Bookcases,Jumbo Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,0.61,Central,Dungun,2011-01-25,2011-01-26,-592.9928,7,410.69,86352,O'SULLIVAN 3-SHELF HEAVY-DUTY BOOKCASES,
23790,Low,0.01,21.38,8.99,562,Keith Fowler,Home Office,Office Supplies,Pens & Art Supplies,Small Pack,Boston 1730 Standup Electric Pencil Sharpener,0.59,Central,Dungun,2013-11-21,2013-11-23,15.81776,20,439.96,86355,BOSTON 1730 STANDUP ELECTRIC PENCIL SHARPENER,
23791,Low,0.04,35.99,0.99,562,Keith Fowler,Home Office,Technology,Telephones And Communication,Small Pack,Accessory31,0.35,Central,Dungun,2013-11-21,2013-11-28,104.160672,9,277.53,86355,ACCESSORY31,
23792,Low,0.06,85.99,1.25,562,Keith Fowler,Home Office,Technology,Telephones And Communication,Small Pack,Accessory8,0.39,Central,Dungun,2013-11-21,2013-11-28,1166.6934,23,1690.86,86355,ACCESSORY8,
2070,Not Specified,0.09,207.48,0.99,563,Marjorie Pope,Home Office,Office Supplies,Appliances,Small Box,Kensington 7 Outlet Masterpiece Power Center With Fax/Phone Line Protection,0.55,Central,Dungun,2011-01-25,2011-01-27,1249.112,48,9062.73,14819,KENSINGTON 7 OUTLET MASTERPIECE POWER CENTER WITH FAX/PHONE LINE PROTECTION,
2071,Not Specified,0.07,58.14,36.61,563,Marjorie Pope,Home Office,Furniture,Bookcases,Jumbo Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,0.61,Central,Dungun,2011-01-25,2011-01-26,-765.152,27,1584.1,14819,O'SULLIVAN 3-SHELF HEAVY-DUTY BOOKCASES,
1590,High,0.09,3.69,0.5,563,Marjorie Pope,Home Office,Office Supplies,Labels,Small Box,Avery 487,0.38,Central,Dungun,2011-08-24,2011-08-26,37.79,54,184.03,11460,AVERY 487,
97,High,0.03,7.3,7.72,563,Marjorie Pope,Corporate,Office Supplies,Binders And Binder Accessories,Small Box,"Angle-D Binders With Locking Rings, Label Holders",0.38,Central,Gombak,2012-06-17,2012-06-17,-54.0385,20,155.9,613,"ANGLE-D BINDERS WITH LOCKING RINGS, LABEL HOLDERS",
98,High,0.09,42.76,6.22,563,Marjorie Pope,Corporate,Office Supplies,Storage & Organization,Small Box,"Safco Mobile Desk Side File, Wire Frame",,Central,Gombak,2012-06-17,2012-06-18,127.7,36,1481.04,613,"SAFCO MOBILE DESK SIDE FILE, WIRE FRAME",
5790,Low,0.01,21.38,8.99,563,Marjorie Pope,Home Office,Office Supplies,Pens & Art Supplies,Small Pack,Boston 1730 Standup Electric Pencil Sharpener,0.59,Central,Gombak,2013-11-21,2013-11-23,-34.09,79,1737.86,41063,BOSTON 1730 STANDUP ELECTRIC PENCIL SHARPENER,
5791,Low,0.04,35.99,0.99,563,Marjorie Pope,Home Office,Technology,Telephones And Communication,Small Pack,Accessory31,0.35,Central,Gombak,2013-11-21,2013-11-28,42.273,36,1110.11,41063,ACCESSORY31,
5792,Low,0.06,85.99,1.25,563,Marjorie Pope,Home Office,Technology,Telephones And Communication,Small Pack,Accessory8,0.39,Central,Gombak,2013-11-21,2013-11-28,822.888,94,6910.46,41063,ACCESSORY8,
18229,Low,0.1,15.99,13.18,565,Andrea Oakley,Corporate,Office Supplies,Binders And Binder Accessories,Small Box,"Gbc Pre-Punched Binding Paper, Plastic, White, 8-1/2"" X 11""",0.37,Central,Gombak,2012-09-03,2012-11-03,-172.8795,9,139.59,87107,"GBC PRE-PUNCHED BINDING PAPER, PLASTIC, WHITE, 8-1/2"" X 11""",
18230,Low,0.05,4.89,4.93,565,Andrea Oakley,Corporate,Technology,Computer Peripherals,Small Pack,"Maxell 3.5"" Ds/Hd Ibm-Formatted Diskettes, 10/Pack",0.66,Central,Gombak,2012-09-03,2012-03-14,-144.55,11,53.55,87107,"MAXELL 3.5"" DS/HD IBM-FORMATTED DISKETTES, 10/PACK",ship_before_order;
21963,High,0.01,4.98,4.75,566,Stephanie Pruitt,Corporate,Office Supplies,Paper,Small Box,Hammermill Copyplus Copy Paper (20Lb. And 84 Bright),0.36,Central,Gombak,2011-01-14,2011-01-15,-57.0772,8,43.03,87104,HAMMERMILL COPYPLUS COPY PAPER (20LB. AND 84 BRIGHT),
22738,Not Specified,0.08,60.98,1.99,566,Stephanie Pruitt,Corporate,Technology,Computer Peripherals,Small Pack,Imation 5.2Gb Dvd-Ram,0.5,Central,Gombak,2011-06-02,2011-07-02,-131.48,1,60.59,87105,IMATION 5.2GB DVD-RAM,
22739,Not Specified,0.0,29.74,6.64,566,Stephanie Pruitt,Corporate,Office Supplies,Storage & Organization,Small Box,Acco Perma® 2700 Stacking Storage Drawers,0.7,Central,Gombak,2011-06-02,2011-07-02,56.26,6,192.53,87105,ACCO PERMA® 2700 STACKING STORAGE DRAWERS,
22740,Not Specified,0.08,12.21,4.81,566,Stephanie Pruitt,Corporate,Office Supplies,Storage & Organization,Small Box,Portable Personal File Box,0.58,Central,Gombak,2011-06-02,2011-08-02,-8.47,1,15.88,87105,PORTABLE PERSONAL FILE BOX,
18250,High,0.01,449.99,49.0,566,Stephanie Pruitt,Corporate,Technology,Copiers And Fax,Jumbo Drum,Canon Pc940 Copier,0.38,Central,Gombak,2011-12-23,2011-12-25,-273.805,12,5773.55,87106,CANON PC940 COPIER,
21493,Medium,0.04,22.72,8.99,566,Stephanie Pruitt,Corporate,Furniture,Office Furnishings,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",0.44,Central,Gombak,2012-03-23,2012-03-24,33.0717,2,47.93,87108,"EXECUTIVE IMPRESSIONS 14"" TWO-COLOR NUMERALS WALL CLOCK",
21966,Critical,0.02,280.98,57.0,568,Peter Mcconnell,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,0.78,South,Gombak,2010-04-03,2010-05-03,1141.794,4,1128.74,88879,HON 2090 PILLOW SOFT SERIES MID BACK SWIVEL/TILT CHAIRS,
22667,Not Specified,0.09,70.97,3.5,568,Peter Mcconnell,Consumer,Office Supplies,Appliances,Small Box,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,0.59,South,Gombak,2010-04-15,2010-04-15,-99.568,12,805.99,88880,TRIPP LITE ISOTEL 8 ULTRA 8 OUTLET METAL SURGE,
22736,Medium,0.08,67.28,19.99,568,Peter Mcconnell,Consumer,Office Supplies,Binders And Binder Accessories,Small Box,Catalog Binders With Expanding Posts,0.4,South,Gombak,2010-01-10,2010-03-10,224.8506,16,1066.54,88882,CATALOG BINDERS WITH EXPANDING POSTS,
24203,Critical,0.08,15.94,5.45,568,Peter Mcconnell,Consumer,Office Supplies,Pens & Art Supplies,Small Pack,Boston 16701 Slimline Battery Pencil Sharpener,0.55,South,Gombak,2011-03-13,2011-03-14,-2.198,11,175.65,88883,BOSTON 16701 SLIMLINE BATTERY PENCIL SHARPENER,
18748,Low,0.08,140.85,19.99,568,Peter Mcconnell,Consumer,Office Supplies,Storage & Organization,Small Box,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",0.73,South,Gombak,2011-09-10,2011-10-16,110.34,23,3228.01,88884,"FELLOWES STRICTLY BUSINESS® DRAWER FILE, LETTER/LEGAL SIZE",
22668,Not Specified,0.1,19.98,10.49,568,Peter Mcconnell,Consumer,Furniture,Office Furnishings,Small Box,12-1/2 Diameter Round Wall Clock,0.49,South,Gombak,2013-04-15,2013-04-18,719.3826,10,184.24,88887,12-1/2 DIAMETER ROUND WALL CLOCK,
20103,Low,0.1,9.11,2.15,568,Peter Mcconnell,Consumer,Office Supplies,Paper,Wrap Bag,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" X 7""",0.4,South,Gombak,2013-04-12,2013-08-12,-13.3952,24,205.18,88888,"BLACK PRINT CARBONLESS SNAP-OFF® RAPID LETTER, 8 1/2"" X 7""",
18747,Low,0.03,11.33,6.12,569,Andrew Warren,Consumer,Office Supplies,Appliances,Medium Box,"Holmes Replacement Filter For Hepa Air Cleaner, Medium Room",0.42,West,Gombak,2011-09-10,2011-11-10,-13.176,18,200.64,88884,"HOLMES REPLACEMENT FILTER FOR HEPA AIR CLEANER, MEDIUM ROOM",
26038,Low,0.06,7.99,5.03,570,Katharine Bass,Consumer,Technology,Telephones And Communication,Medium Box,Bell Sonecor Jb700 Caller Id,0.6,West,Gombak,2010-07-13,2010-07-13,-122.133,10,65.74,88881,BELL SONECOR JB700 CALLER ID,
25887,Low,0.09,38.06,4.5,570,Katharine Bass,Consumer,Office Supplies,Appliances,Small Box,Fellowes Superior 10 Outlet Split Surge Protector,0.56,West,Gombak,2012-07-24,2012-07-28,108.3,5,186.7,88885,FELLOWES SUPERIOR 10 OUTLET SPLIT SURGE PROTECTOR,
25888,Low,0.07,5.08,2.03,570,Katharine Bass,Consumer,Furniture,Office Furnishings,Wrap Bag,"Master Caster Door Stop, Brown",0.51,West,Hilir Perak,2012-07-24,2012-07-26,22.25,9,45.77,88885,"MASTER CASTER DOOR STOP, BROWN",
25889,Low,0.0,125.99,8.99,570,Katharine Bass,Consumer,Technology,Telephones And Communication,Small Box,5170I,0.57,West,Hulu Selangor,2012-07-24,2012-07-29,377.622,7,764.63,88885,5170I,
25890,Low,0.02,125.99,8.08,570,Katharine Bass,Consumer,Technology,Telephones And Communication,Small Box,Startac St7762,0.57,West,Hulu Selangor,2012-07-24,2012-07-26,1181.8182,16,1712.78,88885,STARTAC ST7762,
24510,High,0.1,4.84,0.71,570,Katharine Bass,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,*Staples* Highlighting Markers,0.52,West,Hulu Selangor,2012-07-29,2012-07-31,32.016,10,46.4,88886,*STAPLES* HIGHLIGHTING MARKERS,
20643,Low,0.01,12.28,6.13,572,Nancy White,Home Office,Office Supplies,Storage & Organization,Small Box,Recycled Eldon Regeneration Jumbo File,0.57,Central,Hulu Selangor,2012-05-09,2012-10-09,-31.45,15,193.5,86560,RECYCLED ELDON REGENERATION JUMBO FILE,
18134,Not Specified,0.0,21.78,5.94,572,Nancy White,Home Office,Office Supplies,Appliances,Medium Box,Holmes Hepa Air Purifier,0.5,Central,Hulu Selangor,2013-08-06,2013-09-06,161.664,12,268.82,86561,HOLMES HEPA AIR PURIFIER,
18135,Not Specified,0.04,47.98,3.61,572,Nancy White,Home Office,Technology,Computer Peripherals,Small Pack,"Ds/Hd Ibm Formatted Diskettes, 200/Pack - Staples",0.71,Central,Hulu Selangor,2013-08-06,2013-10-06,137.352,12,570.71,86561,"DS/HD IBM FORMATTED DISKETTES, 200/PACK - STAPLES",
21666,Low,0.04,140.81,24.49,572,Nancy White,Home Office,Furniture,Chairs & Chairmats,Large Box,Hon Olson Stacker Stools,0.57,Central,Hulu Selangor,2013-06-29,2013-08-07,-3.352,2,301.98,86562,HON OLSON STACKER STOOLS,
23719,Critical,0.05,4.13,5.04,573,Vanessa Winstead,Home Office,Office Supplies,Binders And Binder Accessories,Small Box,"Accohide® 3-Ring Binder, Blue, 1""",0.38,Central,Jasin,2010-03-13,2010-03-14,-12.1555,1,5.84,86555,"ACCOHIDE® 3-RING BINDER, BLUE, 1""",
21992,High,0.08,415.88,11.37,573,Vanessa Winstead,Corporate,Office Supplies,Storage & Organization,Small Box,Deluxe Rollaway Locking File With Drawer,0.57,Central,Jasin,2010-08-26,2010-08-27,-269.0844,1,405.57,86556,DELUXE ROLLAWAY LOCKING FILE WITH DRAWER,
22777,Not Specified,0.06,500.97,69.3,573,Vanessa Winstead,Home Office,Technology,Office Machines,Jumbo Drum,Epson Stylus 1520 Color Inkjet Printer,0.37,Central,Jasin,2011-02-27,2011-02-27,2715.7503,8,3935.87,86557,EPSON STYLUS 1520 COLOR INKJET PRINTER,
24858,Critical,0.05,98.31,0.49,573,Vanessa Winstead,Corporate,Office Supplies,Labels,Small Box,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",0.36,Central,Jasin,2011-10-07,2011-12-07,-37.06,1,97.13,86558,"DOT MATRIX PRINTER TAPE REEL LABELS, WHITE, 5000/BOX",
22532,High,0.02,150.98,13.99,573,Vanessa Winstead,Corporate,Technology,Office Machines,Medium Box,Canon Mp41Dh Printing Calculator,0.38,Central,Jasin,2011-08-30,2011-08-30,65.6676,4,609.6,86559,CANON MP41DH PRINTING CALCULATOR,
22533,High,0.0,1.76,0.7,573,Vanessa Winstead,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 310,0.56,Central,Jasin,2011-08-30,2011-08-31,-0.0624,7,13.38,86559,NEWELL 310,
25136,Critical,0.03,195.99,8.99,574,Bernice Stanley,Corporate,Technology,Telephones And Communication,Small Box,A1228,0.58,Central,Jasin,2013-03-07,2013-03-07,2047.1334,17,2966.86,86563,A1228,
25548,Not Specified,0.04,110.99,2.5,574,Bernice Stanley,Corporate,Technology,Telephones And Communication,Small Box,T18,0.57,Central,Jasin,2013-01-11,2013-02-11,2674.647,40,3876.3,86564,T18,
21325,Low,0.06,4.48,49.0,576,Gordon Lyon,Corporate,Office Supplies,Appliances,Large Box,Hoover Portapower Portable Vacuum,0.6,West,Jasin,2010-07-13,2010-07-17,-566.0,4,32.6,88645,HOOVER PORTAPOWER PORTABLE VACUUM,
19081,Medium,0.1,135.99,28.63,576,Gordon Lyon,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Global Deluxe High-Back Office Chair In Storm,0.76,West,Jasin,2011-03-13,2011-03-15,-357.65,4,506.51,88648,GLOBAL DELUXE HIGH-BACK OFFICE CHAIR IN STORM,
19668,High,0.1,205.99,8.99,576,Gordon Lyon,Corporate,Technology,Telephones And Communication,Small Box,Timeportp7382,0.56,West,Jasin,2011-06-16,2011-06-18,-207.988,5,787.91,88649,TIMEPORTP7382,
19887,Critical,0.02,40.98,7.2,576,Gordon Lyon,Corporate,Office Supplies,Appliances,Small Box,Kensington 6 Outlet Smartsocket Surge Protector,0.6,West,Jasin,2012-10-04,2012-12-04,67.98,4,173.29,88652,KENSINGTON 6 OUTLET SMARTSOCKET SURGE PROTECTOR,
19888,Critical,0.05,2.88,1.49,576,Gordon Lyon,Corporate,Office Supplies,Binders And Binder Accessories,Small Box,Avery Durable Binders,0.36,West,Jelebu,2012-10-04,2012-11-04,1.071,4,11.86,88652,AVERY DURABLE BINDERS,
20162,Critical,0.01,30.98,6.5,576,Gordon Lyon,Corporate,Technology,Computer Peripherals,Small Box,Belkin Ergoboard Keyboard,0.64,West,Jelebu,2013-03-23,2013-03-24,-84.12,3,96.68,88654,BELKIN ERGOBOARD KEYBOARD,
20163,Critical,0.09,4.13,1.17,576,Gordon Lyon,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 31,0.57,West,Jelebu,2013-03-23,2013-03-25,5.98,9,35.49,88654,NEWELL 31,
19079,Medium,0.05,9.93,1.09,577,Malcolm Kent,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Peel-Off® China Markers,0.43,East,Jelebu,2011-03-13,2011-03-14,61.1271,9,88.59,88648,PEEL-OFF® CHINA MARKERS,
18664,Medium,0.03,162.93,19.99,578,Evan Bullard,Corporate,Office Supplies,Envelopes,Small Box,Multimedia Mailers,0.39,East,Jelebu,2010-05-13,2010-05-14,293.14,3,515.88,88644,MULTIMEDIA MAILERS,
18665,Medium,0.01,11.58,5.72,579,Marlene Abrams,Corporate,Office Supplies,Envelopes,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",0.35,East,Jelebu,2010-05-13,2010-05-15,-6.61,2,25.06,88644,"PEEL & SEEL® RECYCLED CATALOG ENVELOPES, BROWN",
18662,Medium,0.01,55.99,5.0,580,Kathryn Patrick,Corporate,Technology,Telephones And Communication,Small Pack,Accessory6,0.8,East,Kampar,2010-05-13,2010-05-14,-57.541,12,578.24,88644,ACCESSORY6,
25295,Medium,0.0,8.37,10.16,581,Eugene Curry,Corporate,Furniture,Office Furnishings,Large Box,Westinghouse Clip-On Gooseneck Lamps,0.59,East,Kampar,2013-06-24,2013-06-26,-193.304,16,143.15,88655,WESTINGHOUSE CLIP-ON GOOSENECK LAMPS,
22333,Low,0.05,146.05,80.2,582,Heather Rich,Corporate,Furniture,Tables,Jumbo Box,Bpi Conference Tables,0.71,East,Kampar,2011-09-26,2011-01-10,-352.959035,3,381.72,88650,BPI CONFERENCE TABLES,ship_before_order;
22445,Low,0.09,76.72,19.95,583,Michelle Allison,Corporate,Office Supplies,Appliances,Large Box,Honeywell Enviracaire® Portable Air Cleaner For Up To 8 X 10 Room,0.54,East,Kampar,2011-09-03,2011-03-18,455.42,11,834.63,88647,HONEYWELL ENVIRACAIRE® PORTABLE AIR CLEANER FOR UP TO 8 X 10 ROOM,ship_before_order;
24180,Not Specified,0.04,15.51,17.78,584,Timothy Currie,Corporate,Office Supplies,Storage & Organization,Small Box,"Tenex File Box, Personal Filing Tote With Lid, Black",0.59,East,Kampar,2010-07-21,2010-07-23,-266.22,7,116.93,88646,"TENEX FILE BOX, PERSONAL FILING TOTE WITH LID, BLACK",
18663,Medium,0.06,13.9,7.59,585,William Larson,Corporate,Office Supplies,"Scissors, Rulers And Trimmers",Small Pack,"Acme Hot Forged Carbon Steel Scissors With Nickel-Plated Handles, 3 7/8"" Cut, 8""L",0.56,East,Kampar,2010-05-13,2010-05-14,-67.59,12,170.45,88644,"ACME HOT FORGED CARBON STEEL SCISSORS WITH NICKEL-PLATED HANDLES, 3 7/8"" CUT, 8""L",
18650,Not Specified,0.09,280.98,81.98,585,William Larson,Consumer,Furniture,Tables,Jumbo Box,Global Adaptabilities Conference Tables,0.78,East,Kampar,2011-11-14,2011-11-15,460.30556,24,6329.61,88651,GLOBAL ADAPTABILITIES CONFERENCE TABLES,
22251,Low,0.0,35.99,1.1,586,Katherine Stokes,Corporate,Technology,Telephones And Communication,Small Box,Accessory35,0.55,East,Kampar,2012-08-26,2012-08-30,501.5265,22,726.85,88653,ACCESSORY35,
22252,Low,0.1,296.18,54.12,587,Herbert Barbour,Corporate,Furniture,Tables,Jumbo Box,Hon 94000 Series Round Tables,0.76,East,Kampar,2012-08-26,2012-08-30,-372.2046671,17,3828.15,88653,HON 94000 SERIES ROUND TABLES,
19080,Medium,0.04,5.98,7.15,588,Sean Garner,Corporate,Office Supplies,Paper,Small Box,Universal Premium White Copier/Laser Paper (20Lb. And 87 Bright),0.36,East,Kampar,2011-03-13,2011-03-15,-86.73,6,36.31,88648,UNIVERSAL PREMIUM WHITE COPIER/LASER PAPER (20LB. AND 87 BRIGHT),
25294,Medium,0.1,10.48,2.89,589,Kay Hendricks,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Staples Battery-Operated Desktop Pencil Sharpener,0.6,East,Kampar,2013-06-24,2013-06-25,16.692,15,151.08,88655,STAPLES BATTERY-OPERATED DESKTOP PENCIL SHARPENER,
18085,Not Specified,0.08,21.78,5.94,591,Evelyn Blair,Consumer,Office Supplies,Appliances,Medium Box,Holmes Hepa Air Purifier,0.5,Central,Kampar,2011-08-28,2011-08-30,45.7912,9,186.76,86316,HOLMES HEPA AIR PURIFIER,
19781,Critical,0.08,30.53,19.99,592,Eva Silverman,Small Business,Office Supplies,Labels,Small Box,"Avery 4027 File Folder Labels For Dot Matrix Printers, 5000 Labels Per Box, White",0.39,Central,Kampar,2010-01-17,2010-01-17,-239.8656,10,285.87,86307,"AVERY 4027 FILE FOLDER LABELS FOR DOT MATRIX PRINTERS, 5000 LABELS PER BOX, WHITE",
19770,Low,0.06,499.99,24.49,592,Eva Silverman,Small Business,Technology,Copiers And Fax,Large Box,Sharp Al-1530Cs Digital Copier,0.36,Central,Kampar,2011-09-02,2011-09-02,1260.51,11,5376.69,86312,SHARP AL-1530CS DIGITAL COPIER,
19771,Low,0.02,20.98,53.03,592,Eva Silverman,Small Business,Office Supplies,Storage & Organization,Jumbo Drum,"Tennsco Lockers, Gray",0.78,Central,Kampar,2011-09-02,2011-11-02,-1274.02,7,167.26,86312,"TENNSCO LOCKERS, GRAY",
18213,Not Specified,0.1,3.69,0.5,592,Eva Silverman,Consumer,Office Supplies,Labels,Small Box,Avery 52,0.38,Central,Kampar,2011-12-03,2011-03-14,9.3978,3,13.62,86313,AVERY 52,ship_before_order;
18214,Not Specified,0.05,4.71,0.7,592,Eva Silverman,Consumer,Office Supplies,Rubber Bands,Wrap Bag,Plymouth Boxed Rubber Bands By Plymouth,0.8,Central,Kampar,2011-12-03,2011-03-14,-5.77,5,23.21,86313,PLYMOUTH BOXED RUBBER BANDS BY PLYMOUTH,ship_before_order;
18086,Not Specified,0.05,6.64,4.95,592,Eva Silverman,Consumer,Furniture,Office Furnishings,Small Pack,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,0.37,Central,Kampar,2011-08-28,2011-08-30,6.5564,9,62.87,86316,G.E. LONGER-LIFE INDOOR RECESSED FLOODLIGHT BULBS,
18256,Low,0.04,13.48,4.51,592,Eva Silverman,Consumer,Office Supplies,Storage & Organization,Small Box,"Tenex Personal Project File With Scoop Front Design, Black",0.59,Central,Kampar,2011-08-11,2011-11-13,1.09,24,317.55,86317,"TENEX PERSONAL PROJECT FILE WITH SCOOP FRONT DESIGN, BLACK",
19782,Critical,0.01,1.68,1.57,593,Joel Huffman,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 323,0.59,Central,Kerian,2010-01-17,2010-01-19,-53.444,12,20.37,86307,NEWELL 323,
20346,Critical,0.09,5.78,8.09,593,Joel Huffman,Consumer,Office Supplies,Paper,Small Box,Xerox 1924,0.36,Central,Kerian,2011-04-15,2011-04-16,-120.99,6,34.76,86314,XEROX 1924,
20347,Critical,0.09,6.7,1.56,593,Joel Huffman,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Turquoise Lead Holder With Pocket Clip,0.52,Central,Kerian,2011-04-15,2011-04-15,12.88,5,31.79,86314,TURQUOISE LEAD HOLDER WITH POCKET CLIP,
20294,Not Specified,0.09,5.16,0.73,593,Joel Huffman,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Colorific® Watercolor Pencils,0.56,Central,Kerian,2011-09-05,2011-11-05,4.45,4,20.39,86315,COLORIFIC® WATERCOLOR PENCILS,
